原料类型,霉变情况,来源情况,预估等级,茶渣_储存时间,果渣_褐变情况,原料是否匹配,等级是否匹配,路线_推荐强度,路线_风险等级,路线_首选目标,路线_适用原料类,路线_适用等级,匹配得分,成本得分,技术得分,碳减排得分,市场得分
果渣（柑橘/葡萄/猕猴桃等）,严重,来源不明,良,,否,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.225959314737939,8,8,8,5
豆制品/粮食发酵副产物,严重,明确可追溯,差,,,0,1,中,低,无害化兜底,茶渣,差,5.155694197727842,8,8,8,5
中药残余废弃物,严重,来源不明,差,,,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,6.53991292608548,5,5,8,8
豆制品/粮食发酵副产物,无,来源不明,良,,,0,0,中,低,无害化兜底,茶渣,差,1.8063638665292305,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,良,,否,1,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,10.027300652116342,5,5,8,5
茶渣,轻度,明确可追溯,良,是,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,5.026794347902566,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,差,,否,0,0,中,高,食品支线,茶渣,优,0.2782095154312303,5,5,2,5
花生壳/板栗壳,严重,来源不明,良,,,1,1,高,低,材料主线,花生壳/板栗壳,优/良/差,10.508898375093048,5,5,8,8
中药残余废弃物,轻度,明确可追溯,优,,,0,1,高,中,材料主线,茶渣,优/良,6.31539772085522,5,5,5,8
茶渣,无,基本可追溯,良,否,,0,1,高,中,材料主线,花生壳/板栗壳,优/良,6.425327403778535,5,5,5,8
花生壳/板栗壳,轻度,基本可追溯,差,,,0,1,中,低,无害化兜底,茶渣,差,5.229603868602225,8,8,8,5
茶渣,轻度,来源不明,差,是,,0,1,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,4.939733219612178,8,8,8,5
茶渣,轻度,基本可追溯,良,是,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.87326758492327,8,8,8,5
花生壳/板栗壳,无,明确可追溯,优,,,0,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,1.7848513505944186,8,8,8,5
茶渣,无,明确可追溯,良,是,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,3.819634800078963,5,5,5,5
茶渣,无,明确可追溯,良,是,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,5.263738652539525,5,5,5,8
花生壳/板栗壳,严重,明确可追溯,差,,,1,1,高,低,材料主线,花生壳/板栗壳,优/良/差,11.25060088449493,5,5,8,8
中药残余废弃物,无,来源不明,差,,,0,0,高,中高,食品支线,葡萄籽,优/良,2.2010877157274167,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,优,,否,1,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,9.517128633277006,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,差,,否,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,5.059000937373026,8,8,8,5
花生壳/板栗壳,严重,来源不明,优,,,1,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,10.434457141284291,5,5,8,5
豆制品/粮食发酵副产物,无,来源不明,良,,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.995021708453079,8,8,8,5
中药残余废弃物,轻度,来源不明,差,,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,1.0647245368132023,5,5,5,5
花生壳/板栗壳,轻度,明确可追溯,差,,,1,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,10.007854354236628,5,5,8,5
茶渣,严重,明确可追溯,优,是,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,5.476966434244493,8,8,8,5
豆制品/粮食发酵副产物,轻度,来源不明,优,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,5.618289043631508,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,差,,是,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.195724738453885,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,优,,否,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,5.397749305824775,5,5,5,8
中药残余废弃物,轻度,明确可追溯,优,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,5.7100837283151415,5,5,5,8
豆制品/粮食发酵副产物,轻度,基本可追溯,良,,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.624232516395022,5,5,8,5
中药残余废弃物,严重,来源不明,差,,,1,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,9.407474666834263,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,优,,是,1,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,10.492938752543308,5,5,8,5
茶渣,无,基本可追溯,差,是,,1,0,中,高,食品支线,茶渣,优,3.8070506873258743,5,5,2,5
中药残余废弃物,无,明确可追溯,差,,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,6.055354569611453,5,5,8,5
花生壳/板栗壳,无,明确可追溯,差,,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,1.4584387889334458,5,5,5,5
中药残余废弃物,严重,来源不明,良,,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,5.065697209749609,8,8,8,5
中药残余废弃物,轻度,基本可追溯,良,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.264394332031615,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,优,,是,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.8340408157831485,8,8,8,5
花生壳/板栗壳,轻度,明确可追溯,差,,,1,0,高,中,材料主线,花生壳/板栗壳,优/良,6.671096821968867,5,5,5,8
茶渣,轻度,基本可追溯,良,是,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,5.984880121079941,5,5,5,8
豆制品/粮食发酵副产物,轻度,来源不明,良,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,6.750303352352334,5,5,8,8
中药残余废弃物,严重,基本可追溯,差,,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.47388330236848,5,5,5,8
花生壳/板栗壳,轻度,明确可追溯,优,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,3.868297645645928,5,5,5,5
中药残余废弃物,轻度,来源不明,差,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,5.929217727398668,5,5,8,5
花生壳/板栗壳,严重,来源不明,优,,,0,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,2.591395896249341,5,5,5,5
花生壳/板栗壳,无,明确可追溯,良,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,5.786286634533647,5,5,5,8
花生壳/板栗壳,严重,来源不明,良,,,0,1,高,低,材料主线,茶渣,优/良/差,6.804061617929673,5,5,8,8
茶渣,轻度,基本可追溯,差,是,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.484499955809377,5,5,8,5
豆制品/粮食发酵副产物,无,基本可追溯,差,,,0,1,高,低,材料主线,茶渣,优/良/差,7.254697795512714,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,良,,否,0,1,高,中,材料主线,花生壳/板栗壳,优/良,5.988711116930805,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,优,,是,0,0,中,低,无害化兜底,茶渣,差,1.9320836682686382,8,8,8,5
茶渣,轻度,明确可追溯,差,否,,1,1,中,低,无害化兜底,茶渣,差,8.951609962072826,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,良,,否,0,1,高,中高,食品支线,葡萄籽,优/良,5.38711864242657,5,5,5,8
中药残余废弃物,无,明确可追溯,差,,,0,0,高,中,材料主线,花生壳/板栗壳,优/良,2.9420782140525974,5,5,5,8
中药残余废弃物,无,来源不明,差,,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.011725939580225,5,5,5,8
花生壳/板栗壳,严重,来源不明,优,,,0,1,高,低,材料主线,茶渣,优/良/差,7.137729932208427,5,5,8,8
中药残余废弃物,轻度,来源不明,优,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,6.013392259514422,5,5,5,8
茶渣,轻度,来源不明,优,否,,0,1,高,中,材料主线,花生壳/板栗壳,优/良,6.151671247091935,5,5,5,8
豆制品/粮食发酵副产物,轻度,基本可追溯,优,,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,4.751388975626117,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,良,,否,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.1730684611855455,8,8,8,5
豆制品/粮食发酵副产物,严重,来源不明,差,,,1,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,10.004724905120481,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,良,,否,0,1,高,低,材料主线,茶渣,优/良/差,6.646412893599315,5,5,8,8
茶渣,无,基本可追溯,差,否,,0,0,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,2.4972673948676842,5,5,5,8
中药残余废弃物,无,明确可追溯,良,,,0,0,中,高,食品支线,茶渣,优,0.4853736562379931,5,5,2,5
花生壳/板栗壳,轻度,来源不明,良,,,1,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,10.195836529984904,5,5,8,5
花生壳/板栗壳,严重,来源不明,差,,,1,0,高,中,材料主线,花生壳/板栗壳,优/良,7.034871083390833,5,5,5,8
茶渣,严重,明确可追溯,差,是,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.935716505087029,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,良,,是,0,0,中,高,食品支线,茶渣,优,0.0,5,5,2,5
豆制品/粮食发酵副产物,严重,基本可追溯,良,,,1,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,11.346183173559247,5,5,8,8
中药残余废弃物,严重,来源不明,优,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,5.6599950442306195,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,严重,来源不明,优,,是,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.097089774179258,5,5,8,8
茶渣,严重,来源不明,差,是,,1,0,中,高,食品支线,茶渣,优,0.23918683543967467,5,5,2,5
中药残余废弃物,轻度,明确可追溯,差,,,0,1,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,5.494528089875669,8,8,8,5
花生壳/板栗壳,无,明确可追溯,优,,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,5.023140452986129,5,5,5,8
中药残余废弃物,严重,基本可追溯,良,,,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,7.290926594403312,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,优,,否,0,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,3.0769983585707648,5,5,5,5
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,差,,是,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.342462055414898,5,5,5,8
花生壳/板栗壳,严重,来源不明,差,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,5.700346586347057,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,差,,是,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.5692439611575286,5,5,5,5
茶渣,严重,明确可追溯,差,否,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.711087855416395,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,差,,是,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.290420463767075,5,5,5,8
花生壳/板栗壳,无,基本可追溯,良,,,0,1,高,低,材料主线,茶渣,优/良/差,6.58941710484137,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,差,,否,1,1,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,8.73199616631168,8,8,8,5
中药残余废弃物,轻度,基本可追溯,差,,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.7876420016230075,8,8,8,5
茶渣,轻度,明确可追溯,良,否,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.9854660375532305,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,良,,是,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,4.264133944677792,5,5,5,5
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,优,,否,0,1,高,中,材料主线,茶渣,优/良,6.177595216609367,5,5,5,8
茶渣,严重,来源不明,差,是,,0,0,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,0.30714396379454756,5,5,5,8
豆制品/粮食发酵副产物,无,明确可追溯,差,,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,5.270623495440717,5,5,5,8
中药残余废弃物,无,来源不明,差,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.258647390588866,5,5,8,8
花生壳/板栗壳,轻度,明确可追溯,优,,,0,1,高,中,材料主线,茶渣,优/良,5.801988650872811,5,5,5,8
茶渣,轻度,基本可追溯,优,否,,0,1,高,中高,食品支线,葡萄籽,优/良,5.103143986905057,5,5,5,8
茶渣,轻度,来源不明,差,否,,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,6.906325010899131,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,良,,是,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.150400041029824,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,差,,是,0,0,中,高,食品支线,茶渣,优,0.0,5,5,2,5
花生壳/板栗壳,轻度,来源不明,差,,,0,0,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,2.033389113611149,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,差,,是,0,0,高,中,材料主线,花生壳/板栗壳,优/良,2.7217265505441937,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,良,,是,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.6726177891486,5,5,8,5
花生壳/板栗壳,无,基本可追溯,优,,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.065417989037945,5,5,5,8
中药残余废弃物,严重,基本可追溯,优,,,0,1,中,高,食品支线,茶渣,优,0.4387423823506942,5,5,2,5
中药残余废弃物,轻度,来源不明,优,,,0,1,高,中,材料主线,茶渣,优/良,5.794396618765827,5,5,5,8
花生壳/板栗壳,严重,来源不明,良,,,0,1,高,中高,食品支线,葡萄籽,优/良,0.3558758954579988,5,5,5,8
豆制品/粮食发酵副产物,严重,基本可追溯,差,,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,5.420026131822756,5,5,5,8
花生壳/板栗壳,轻度,来源不明,优,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.044733404355531,5,5,8,5
茶渣,严重,明确可追溯,差,是,,0,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,0.3022112087818952,5,5,5,5
茶渣,严重,明确可追溯,良,否,,0,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,2.1800092760339105,8,8,8,5
豆制品/粮食发酵副产物,轻度,来源不明,良,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,6.057044218566967,5,5,5,8
花生壳/板栗壳,严重,来源不明,良,,,0,1,高,低,材料主线,茶渣,优/良/差,7.3545899978275795,5,5,8,8
豆制品/粮食发酵副产物,严重,基本可追溯,良,,,1,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,10.465029893799594,5,5,5,8
豆制品/粮食发酵副产物,严重,明确可追溯,良,,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,0.0,5,5,5,8
豆制品/粮食发酵副产物,无,基本可追溯,优,,,1,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,7.8388931953149275,5,5,5,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,优,,否,1,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,10.03288365248871,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,良,,否,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.256938587577291,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,差,,是,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,5.209011235798848,8,8,8,5
花生壳/板栗壳,严重,来源不明,差,,,1,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,9.994680214564312,5,5,8,5
中药残余废弃物,无,明确可追溯,差,,,0,1,中,低,无害化兜底,茶渣,差,5.117387029248375,8,8,8,5
